recipientAddress,pointsAmount
0xc1dfadbed00f2b7b88dda52db2e0b4bb53c973f3,5
0xf4e97f3a9e204d24bcad3fab3bbeb4a8cec7df3d,5
0x270cc80048bffbcd9f9bd61a4c41fae52b435be2,3
0x42ef3f7dbcc117dcfef1125b3beebbf682898d4f,2
0x94ed2af3fbcb1af8b7cbf042f6edbaaf053e3cfd,4
0xbd6e6cc41dc6a59b3e79a31adb407f17f5ccc254,4
0xf76cd6aaeec59d8ec5cdda3ea64c051e762d6cad,4
0xfa5e2c0dd5ac61752d1ecfc36e9cd0dae9feed3f,1
0xf00acff70d7c5ab74833dcbf787ff2e8dc0b775a,5
0xe6575516595dc847c8b2cbb1776e27ed468a1be1,3
0x5bb1b9f5aae06d6b3f0f08a9f37f9ae949bcadaa,3
0xf8060aa166baf0d1d92d2036a698fe1b3e1a362e,2
0xed76f0bcaec2ec2b8dbadb5059fc6ebe5f2baf9b,3
0xf83da390cbfad6f3dc8ccced9be9804e8b9159ba,3
0xbc2f18ef3fe00e1b5b751c72bc0fbe3a224bf073,1
0xafcec0c8fe37718d75cf9efd6afa813ac2b0bbbf,5
0xb00f175cf39f6a6ad448deccabca11c0cf6066c9,3
0xdad7e3e05ab60399dbfcdec60c0bacfd4ea4d517,2
0xc2f239cc76dbbea7efa88c1b7dacbe5080dc45dc,1
0xf3a64d9afaf4fa6b092794807b3fecdd84a3d0da,1
0xde73e4ccbe56cde380df99b4ae32583bba1bceb9,3
0xc824f3bbf0374642e04544fe52ea942b8ac52b74,2
0xc1c123e7f88bfdde06c8fdb11ce565597be3eb9a,5
0x27dc5f29e125db6aa48dc0be9eceba8faec8c2f6,5
0xedaafda46b81e651bf13b20df6babc1b3d5af45d,1
0xf0deb1b93b2d70f1fd1bb9fba49bcffaea6c7f1d,1
0x42a8efefcbc76ab0ea5deffa0a5b9fccba8ed26e,4
0x8cbd8ece7d6c60be76e39d1e62ac6a064bc733cd,4
0x3cefdada6eb6fa7df9c3bdda36b4219dc8d048bc,3
0x46d0fcce9abfdacbaa954a1dff0a7dc7daccdcd4,5
0x64e535e6e1ef5e69bc2f15efc9da9befb4e1b4cd,4
0xf8c2bac4cbb85cd95f950ce807a56f0deead6c9f,4
0xb6ffdaaebfb0e35f3ae21a5927accfc93fa9d8ad,4
0xd0c9c3783109eee9365a19662388ec2cd05db5c8,3
0xcd6f71c50bda71f8abac0bc670aca0c6cea3d125,4
0xac38f2cb6ee1bdefadfddf6f58b79e76a8cfb214,2
0x2926e0dd8c05cfd3b24ca37a2e7fcbc8ef5ed291,4
0xa84d4aa06824fea8ab781e9fb16cb769bdf7afe1,2
0xe101befac5472c0dba4c46105d15bbed1f0adbcb,4
0x7c6dfccb6ebec8cddfb4a4f2c735bbadfe416bf2,3
0x86a4cf61f1daa8ef6a0ab98f4deb4a8b8c3e5126,3
0xa12bdd14997ce3272cd17d30ac95f0e67fff42a2,3
0x49b5c46b9f544ca9ae37ef18e4ee4f6cfbbc954e,1
0x9dc54117c0a7cddf060bb1b6cc8f8eeae0b8f53a,5
0xbbddf5aa0c2ed86e1fcd9c0eaed8e4afef791e07,3
0x57aee5913e40d8f7e3cdedce1af1ac90cc0cfcfa,4
0x753a6a27d5c6a06f5afe37feab0c1ce1cfbaaa81,4
0x71aff35b38f5eeb6c948afdd11efa7bfebaabce6,4
0xd3f2eb57c59155c47dd2c24c44a9c225b7ddbf3b,4
0xaffdede5a69ce1d887a35b3ca4b8fedad177caf5,5
0xc48c029dd85e71cfbe0cbeeabdabdf437fc1ed9f,1
0x18f50093bace565b6d40fb94f2cf267c6fa8c7f7,3
0x14e7dda3c2c3dcfbb583faa19c189ecce3c6ba7d,5
0x1e3da6e6d81b5e66e95cf0b13cb7b2eba2baa7a1,3
0xa4bbbaef504b0e85f747aff2687d62fda2bba574,2
0x1f4fa4e937abfd8cda8fbacff10eb8c817edb0a0,3
0x3ecfbea8df0f92cedfcb57cdf007edb3f15af420,2
0xeba7920fe82b4b0dd9cbb321ef3eab37190bb942,1
0xf4d2c8947e2ad1fb8da9f8dadf377a4f5d12d38d,3
0xa12f8d514728ed83bcfb9ebaa0a0af9c90013bd2,4
0xa4e090e1eb7eb6e9d7fc1e0eddb1ddc3cfe2dbab,3
0x6a082876d19de5c69ea5e34b0f70f7ef940ea41a,2
0x60ade9284e04bd0bd2c5a47c71f6ddb260f98e0c,5
0x33dd27aa0d4ace7a04e4cf40daddfee4b3eb6dc8,5
0x8e226abfe4e91a67b051ad52c4d8eeab135aaff0,4
0x0ba8faea42e8fbec96ad9b93a78872a10a0b6646,5
0x87e5aa9f3733cfc9234dceabebcf6bbfaa18ea9e,2
0xbb94d3e5b4f5bfed208fde175e90cba5c06edcd7,4
0x85cd4faaac89a5499fece0e0c4bf7aa18ddd209e,3
0x26cf8ebafab4dc243c1ebbe1c1b8bc1cf526efaf,5
0x2a6a7d3050ac1ff7f3ce10ccd6378e7073bdcbf8,3
0x8fcab8baab5e9dd681e07dc681307e84c58c36db,2
0xebddaec8a2ad6dd1cfef7bd30dcf6d9f7ebb811b,5
0xe9a6b15c705fda68067f14ccb204d90e8818f1f2,4
0x478245e1367e60c547ce14fe7bee9ccbe418abdf,4
0xa0ca85cb2d36cabded6f5e43e7aefc9e76caba5d,5
0xd54c2bf787ebe6bea3080a696dcf951fee45233c,2
0xd92cbaeacbbcdabbfcd536fafc8e9e6d5c9d3ebe,2
0x1d4c7ff88b5f668840e43bb4cbf137ef4ad61ea6,2
0xc2cbdcaffb3b132f6fe5a48d8addc0bfdd42e3ea,2
0x9f0a7b815cb4d5fa7d2bbe0f30a156fcafffa2e2,3
0xa3bb814e1868fc2cdc4d7474c2c0631f500c8464,5
0xee3c9dc4efef333a93e3d95f9b0db2c25caf46d4,2
0x31f24b4bccfaaaa35fbdcaf698f1bdf915f0ec2e,5
0xa2b2ddb20b1ba8f67d6defbf6caf2d7eee0eb4bb,3
0x52517aa1bdb8e9bcaa97bcec9923f4f8b8d3df52,3
0xc7e3cc1286f5b01b8adbdc75fbdbaede075acb1f,3
0x4c778aae349e60ffaa4ce2be1dce2670a1e3dfb3,3
0xa3fba3ce8df60c9c37ffbcfcefc7eeb00216cdec,2
0xbda2cea8fa3def775a9e4e4ccb6dbf2e93ae0efd,2
0xbcf51ecf9e9abdfcc4c4f8bfdecdde3ca70453c0,3
0xae43335be3bc2ac6bcf0e78cccb0e8a4bbbcdd7a,1
0xfbff3006ec5ef63781a008bb3d2b2f2ebc8dbda4,5
0xfe2bd1acaa099dada9b1fc25f3f3eef0d1bdb329,2
0xdccafc9ef9f4738a1ed6a63146cdca401eb34afc,4
0xdac1cf6eaf67d8ba36992fac92c05516f0be629d,2
0xc7adef2a2ea1e1cc5befaa8c3abba3eaeb7cecce,1
0x6f3c4d720e9e85e9ea7f41edbe1ea8bd72cdec6f,3
0xdfdd7913effdee2dfa77c5c6fdffe4df88ebfdbe,3
0xf84f2091ddfc717ca68fbf60ccb0a2eab0afc4e4,5
0x5caaaffbe2f350dca6bd7c2c3f1f1debc35a8c1e,2
0xe94abeb190cc7bb8bf2a8be3ab3fc587a61343cb,4
0xa9a34faeeaf5f446ccd5fe3328ddacd5c4c6bbcf,1
0xdd5d0193018a54c72f851138a88ecdac7dbf1c7f,5
0x585adcb4bfaebd50cd1d2c872dce7d872d917f6f,2
0xdeb8c966e1ca36bc585ffcb9afdd3db99d44e859,4
0x1feff04d960b432a9c25bdefe95ae4eeaeab42af,4
0xee42cbfc70a37dc9218336be4eba586acfd4bd02,2
0xa1e3e48fe65eee8d2c2bf3d8b5e1c7cdbfe7ffa7,4
0x97b81d7c8ed2b7fd3f4bfa50ca69cd12e9d490d8,1
0xee35b60de79c84e2ab0be4bdd8f3fc6e2e1ca6bc,2
0xab43543978bfe218baaff01ee14a9be7eefb2c9e,3
0x6d27a5a56bbbbcc7b5a085b034cbda9fbfd25f08,3
0xeb0b7f48b8e8d62eaa7bfcd7476a5bdfafe71b8f,5
0x7103e0981c34d7d5bb02a51bffb3bab22b45cf05,5
0x4b7181afda605f003becc2c7b2aedea00fca8be3,4
0x2a80b9be64079d6cbfb993ac015ff9bfc1d3125e,4
0xf4e15be0a9cf7ecd91fab93d3a3cc22d46f06b60,4
0xb1a2ddbbabe4daf73759bd27d4b19e774dfdc06c,1
0x4fa1ada26d94aea1cdccbbe4c426c7381a1efac3,4
0xd37ee4dd4eddb4ecba01d8efc1a52c44904ac33d,1
0x7802efe5022dc9fb7eeb4cc05ae03d6e7ca3bd0e,1
0xda53c5f13adc279138aeca7da70150c4eccaedc4,2
0xa3db2f3f42d068761e8a74867c8ae7c17456ed65,4
0x869adccd6c9dbe30f1de5b0ac65cbebe518ca64f,1
0x43127269cba9d0e58944de47da4b5adbce0e1efb,5
0x6da91ade4e3fb38bfec5dab3ec5b7cd0fdd3b2f2,1
0xccfeceb96cd9e9bebaf6fae0d4875abba56af22c,1
0xaccc130d8f7c0c630d55acf7919be6ec8f98c34a,2
0xa3fbd12fa7d3b7b9ce6e754cb2f8e29eef9eeeef,2
0xefe4e1c91d5bb87d11ec5ffc507a7bbc9fc4f618,5
0x77e6fd61cfecc3debdf82bc8cd33bc9e0cdc21ec,4
0xfd5f1b7ef11941d9fdfdffe4f3ebf939b7cbdeac,5
0xd8e145e6245d3ecff859c53d75bf0b1bcf41ec7d,2
0xd3dfcb7713e60e2a6390a3c6b5cca302829db29b,4
0xbd25e2efa9dd37bec994d73273deff81a4dccfda,5
0x413b404fa7d4c2c866f0ea6cbdeed1fefbca8bbe,4
0xf03ca0cfcbe36cbe74310dd8fa1213e900ac592c,2
0x54c8f7727dde7738adabaec2d2fcbf63420180bb,5
0xedafd9bbb0cbb8c4fe76bb2cddbfa93b27cd8f3e,2
0xe32cb009ad4e0caa0056e3dec98aa40d9a7b8cef,3
0x7daa0ae9b49f5ea29764fa1c9db5deec1e3a87ed,2
0x9f49bcdfb7f6cce2e65fc54e11e24fe18c8d8eee,3
0xcbaca0a8caf3a9c41f526d48a0fab2fa81dcb46c,1
0xabba45c31efb2ea78ef5fd470bd715bce6b6cfa5,4
0xe191cb7d6dbbad954fca17cfaabca3910f9eb888,2
0xa517bb9deba2cd0bc6908edddc2ef27049ccc1cb,4
0x47ecd8a9734febaffb0eae8511d0ed7daa9c3b8f,2
0x9f7de70abcd7f9d9ceed0ee23efa48f5dd03a728,2
0xcadd34eeeadf15ddebec31c8ab72563affc303bd,5
0xd65a0a86cd8cacc1fefe01f1aa19eaf64a3c2f0b,1
0xdbff9a89cadeedf833bfde4f7a503eca3c4fff89,3
0x16ca9760995e1dd155bfe1d7fcb5aeb2b4bf5acb,5
0xf61f658eb1d5d0e7a71026defeaacfb72bbecedf,1
0x7c0a68de493ef81cb8b4e6ef995c177b517ae99f,5
0xec1ff59ee83a11d5312b9afcd3fec700ff1cdda8,5
0xe92f7bcbae9dcb7622621c8ffd43e8017babffd0,3
0xf4c5fb343c5dc6999d2534f4aece78a3d5ffd6ac,4
0x401daacbfa412bfe4ff8ed6ffeaedf9939c2ea6b,4
0xcabfd2edc358dbfae2b749ef8b5895bb4ab21db0,5
0x96a39f90eaa1f7d2765708978b147b02f1e8b872,2
0x79b8c4aafeeb1cfe4d0fa42f843bfcc58f724fc3,4
0xec7eac44e43cafbcce5ecf5dc27f51cdb47dbad8,2
0xedf7fdb01fdfbfa5b4e1cce0e9b9af6a1cb7acb3,1
0xcea077386db04a6b0ead465ae2c72c252db6513a,5
0xaeed7d6314fa4fa8c23bd9b91e9a5c11e5ddbd46,3
0xcf5e9bbeb03cd98ad4aaa6b4946f82a99aedefef,4
0x8413ec9e3cfa0504d3c0e531f0bb86bf33cbe302,2
0xdbcb13118970d4bd06dd11817dc3d452b00bbe65,3
0xe826296db108acfaddaa0c47fbdff2caf9a0dd54,1
0x1c3ecdd4a7ebed38b396bba8af688c0ecc9270bf,1
0x587dbd16a766291be5087c1ad085aa0fb95db3e8,2
0xce7ffa4acf7beced02b16cadcd817fef0a4abb5a,3
0xfe867a90e5cebc252734c7cc889ab6dfcba82fc5,3
0x8eeeb003cc50580f65cc11a4588bcbaccd4cf56c,4
0xcc0c344f9e99f5a64ff9efa59a34b3ec84dadc7f,4
0xa41ecb19f45385ef292defab6bf3ebeaace6d54c,2
0x8bf363ff4f93f071e6adc75c6bb3881eddb5fef0,3
0xcef805468568cf55e60ac46855dcddc201bc45af,5
0xdce2fbfebeb5c5ea612d0be0c57fbfe7494a27b1,5
0xfb7bf6f2ba52ae4c9dfa2aecbbd98fbd3f8c2c0f,5
0x6c0de21aae7f286cdbebee67ac0d4d551accb119,4
0x4bbce9dae35beb4b98d9f1d907bf4b466e231362,4
0xacf23d5eec1dba1f63e815b1e2e289c4abcbbd06,2
0x3eec5f7ffb27ffadb2cd40bc65a04b2ac0ebcaaa,3
0xa50bb42da01b1ea2312b7a1a28e0fc1f80d9a17c,2
0xba19e90e6f9f935dca4a0808c77d95c2c9ba4de6,1
0xd0d5a07489a24bec7e80da8fd3eabe2030fea85c,4
0x06b6b2a7f5c1002cdcec05fdacdb05db79b5394c,1
0xabf16495be50ad5ebdb3e1cdc13cad2c0d00cc19,2
0xc0488c549fa19aff3ec2fbc04f50dfbcc78331dd,1
0xbb57a7f039f6cad5481dafb2ea9fae2a0bebbb6c,3
0xcb19fcd25b5adfbbfffafa8ba64be528b8cd9cff,1
0xc711e4aafa589e42596aafabbdbba76a58a8e4ba,4
0xf8328cb38bf68c4ed23cfbfe4faabfb5eed5534e,4
0x352ec1a2bafacce73dffdb946f7ba61a7cf5cfbd,5
0x6701e96b9dc652f15f53adbadab9122f84fa4aea,4
0xb86cdab6bf252a9aefaadaf11aad01c4f90aae73,4
0x9cf9fcafdfc4e2ce0db3a6e3ffd57ab4151e0eea,4
0xb9fa662bbdc6fcc7fe46ac040e49ceadb5e77078,4
0xcdf6c3db3d17d2aa32e44bcbded3c3bcaabb2470,3
0x9c6ad0ceb10cce7bcac91f7ade571a23c23fecd6,1
0x9ff51a61ffcc9b51dee6cb9b7c58f1cb5bc2f55b,3
0xcb2c17cb0bc1b416dfb0fea3fb5c74e4fadc5acd,2
0xdf5ffda502b7b3e986e7fdb10fc0d52f7fdabf51,3
0x63dda7e5c919aba32feaefefecdb11cc9f73fba7,5
0x124ea200a86a1a0a1fa12fbee5d0e0847ce3630b,5
0x5f79178b05d2a6abac4d1772b35bbe0b3fcad856,4
0x5a0aaf5f88d58cef6379bc03b4453970f3ede17e,2
0xdcd5d36cccac2afcebabed08589194c1ed796924,1
0xc84a43d28eab5d7a6f8beeeccffecca016deba5e,3
0x3e0ffadb3143dd86cba71cb20ad89ae5a99a0abd,1
0xfed49f085182e8eccdadea4b589cddaeadeee7ed,2
0x9ccd2d29ed1c0ad797ece600e5daff24d80de37e,1
0x2badd43d1fa9baf6b87a8ee6dc68f6af02e03ee2,3
0xedb34aecee8e3cced4dfc041a76f9b816fc1ab7b,2
0x77c4b1fe4dfdca0d01f275c6eb626a3400a5adfd,5
0x8fdce534638afd8f5f00397faabbc6fce50aa439,2
0x3ca6f7ed5f02fae0be62c6ac5bcebabc1fdabb76,1
0xa2083fbbe7b12aa45ec5b8cdc56c3db6e5d2bb89,1
0xe2dc32a26d8dfb4f74dea55de82ab1dc5b63fee2,4
0xa5abda7c154bdea0d1cac9945da17cfc22f2d9a4,4
0xeec63f4c66032271ee68bfec521ddfb3b45d0cbf,1
0x7ad3feea79c3adf0d13fe4ae9ae6bbc5f2f92af1,1
0xac0cae7b732f6aa31acbdeca053a8fe7674cc55c,3
0x0dad24ba5e2ab41ffd8b4b8fb8f3f5caedf23ca3,5
0xf901b82e4dfee3db6fe51c2f15693b4436ed92c8,1
0xfbde87adbcde0d0dd0bdb63a2c7e4d5066d73a7d,1
0xc7cbdebbc4331fb95fd8ea1acdda2ecff41f6922,4
0xb2dc0281c26159cd67acadefb6df1beb774ced3f,4
0x561bcf5af7a83b5ecdc5a56a81dfb9ffe9b8d5b8,2
0xdc6d4dc4cf20bb7b670dbafda46cec2ae4c00cc8,1
0xec9e3bbf6b9a0cd0f3f629aee85d12704a00deb7,4
0xae88d5f66daeb4358eff8aba3fc137d4e1cbb5c6,5
0xb352abacc9c57aadae03d2db3d5cf0f1d0ef4ce0,5
0x9628bcd96ceed97afb0072dd6caed50a5b34eafb,2
0xbcad22506dc2b2facbe0643c0ae454fddc372d08,3
0x46425fc10533d737f8a0b03c2fddaaf30a6cea1d,5
0x3bbfc9ff90aeffca52bbfc4ab2d3f7bb84ebe0ca,1
0xbcae6ca7dc781b1aaa338c01f27f86defe96abb8,4
0xeafa7bfecc177eeff61af22bc782b4af4d8da419,1
0xeebef2aaff7bc51f0ebfbd1c3af8869ebb54a990,5
0xce5e3b73ed9acde97263bc73fe79eb9d1310518a,4
0x2e31d64cfff07a45a9a9c5ef6c7bc6ecca872884,2
0xe0a8da1a7ed1610427ecc8bd4e2b5ceb6fa1c1a5,5
0xa2577cfeb53b6c647bd2c29046ede1c6a94cb5ee,2
0xdd5bcd9c9bf32269deb1162acdea488aceccefaf,5
0xc6d4a3fd8aefee4bcbabfb170d7bbc6605eb8e9f,2
0xf33ac8b4bc2ea68fea192bb9f0f4f66cfdc2fe62,1
0x5e43e48fe59e75186613492dec8f6ec4f24acdff,3
0xfddddabad6a2fbbbd7b714f9eef3a2a624cdc68b,5
0xd0a7a95e32c1e99290ccc38ede79ff06d9da6ea8,1
0xfdf5f78edfebadfed63364bb9258c913acbbc64b,1
0xa8db9edcd53ada3a44fdbedbc2f6c058fed2637e,1
0x41fbbdc46f0dafd74ef7d66ce1d15385ca6b7f3f,1
0x737fdad6d1f49536afcc3cfc01b515cb15218ae5,3
0x1db3c82395a13b0e8fadefca317f06e4b330f7b7,5
0x5e9ec078accf01adea33cd4cdcaa3bd9de6d6afe,4
0xda96a9abbdbfd516c994294ff5c644f289cb0cde,5
0x6602a26a5aac09033bbe50a8c81a9718e4d1bad4,5
0x978d3cae3c0b9a2fcddecbb49d5a44fc5cdbf107,1
0x98fccdac92acbe9378c04c3ab96a04e351a4a5dc,4
0xcecfcaccf0c1c9e5cfcdaedb23c0fdffc5e7c5b7,1
0x7db0fcad62db9da797acaa5d2ede48365e2148ca,1
0xdf1bec5d3c0028ed2dbac895a7b9882b4430da59,2
0xf6dddc129dd8e2da68c2543a63a172649cda0abd,3
0xda1c88aaaebd47cbbdad47af161cd7c6edbc1efc,1
0x8c5deaa16ca21cacfeea5df7ab01bf3dbeca17e1,4
0x2e5fed9f7ec38276c65bf2bce25a1b28ee95d4b9,4
0x9c48f15ac8ebcc4845ec21f2cc1bf55a330fd20e,4
0xed86a311f01887e1a8bfc8b3f2ec75616db6b65f,3
0xcf3c4dcc604b17a8e12d8fdfcbed5afb1be10f29,1
0xb3d110ae7aef11bdc267e40ad296c2f96df78d8b,5
0xcaef10f898d4dd6dd74c6eac4125dd42fd66ab0b,4
0xf865d313b6385eb30ad75cbc666dbb0ff75ffdca,1
0x396a68a9d0d9bcfeb5dc9d6e43cc683aee5b8bb3,3
0xc6adc56dc1afd2bbefe660b60c1acbefcd8eaa45,1
0x53bbef0dc9968bcad27f14a0b8fa7e8c5d99ad1c,2
0xffec664f0fe58af8d96aefccb30aeefc0a5461ff,4
0xc1c4ec30da3126e7acb5ebe788669e5dfb03aabf,4
0xe9aa13c2f5cbde79524afd4b7b3e34c496c55ded,2
0xbedd2ca4d1667b70bbb3acefcbf5bdecd2d9926e,4
0xe7fe2353aad1eeedae7f9daee74eb9e0d4aae2b3,3
0xfff0f5b3dc0fd40cb03f23e42066eac9ef4f4910,3
0xfcc71ed42ff1133fd3eaa32be73394ed87fac528,4
0xf96c83de3cd68b7b8e9d6a9ae56f7a7f4ebd9d2d,3
0xcf5dc8d6cf3a256fcd0f1f8dc098b5201237d5c6,5
0x7465c508e523e91feb06fefb36dcec1aadc8f505,4
0xd8215dbc6bf9a1bb04f8eded65e8b51fb8f01daf,2
0xc0ed1ea2cbf42decb4b5dccc2dcb0ca73b4e08a3,5
0xfe7d2d2d03d5b209a1791797e9a2afe5aa65ab9e,5
0x7da50acafb5f030f8bcf3cbbd3cbd5d371b0e596,1
0xdeb6d64a65c674ea2eda3fc7ed657bbdc0bbce56,2
0xfe93dcfff2503ef00c43b1b4be7c25cdab25f696,3
0xbc5d40bddc305bc2abd99ae87a7bfa6fbe3f15cb,5
0xb85a2ea6ee71f9b0d91fa2ad42cbea3b3e3cd991,2
0xee7a676dafacbadb09c8d53eaa1eceef7ae8d26d,3
0xae5b0e21bfb6c40daac43e5d4cebad1cb1ebb60c,4
0x30427c15a62b7a5d6cccfdd8bb9b34e30ccd89a0,1
0x641fef74bc28ccc5aa37b4b018afd994a6615f5b,4
0x024ba76c7af2b44cdeae0065ae81ed01feaaef5a,2
0x28ebcb64eddde25b28ff98c3abbebcd61ebdd21d,5
0xdb4a2bb2f517b8c8fb2b9aecde0c7cee38fa7968,1
0x7cae06e8f8a42c29dbac84fbc16441ffdedf9d32,5
0x2109ad51dda8c4bf6dd98ecbae1f5ad3c5dd7de7,4
0xfaa7fba6b01eeee15ddeb0e3e4b64b2c8de855e7,1
0xbf2a9e593ddcd811c27cbe0acf1d1c067cbec274,3
0x5a2fbf86ff2ccbb0b05d11404af8059d0ce8f5cb,2
0xee8c494620a3b1d5f6bb6fbded02c0ecea75b92f,4
0x86bf31a3f1a37aac985253945ad3bc8ddf7f6c1e,1
0xbcc8c68edaebf16d6e1f4d4acce2b250caa467a3,4
0xbe22bd5d07c3657dcc2cb17dd30dac0ffc3fec18,1
0x5fed47cbdd70fe7a5cf35a2f77de737b7001ab5d,3
0x4b433c7903d7dbeb0588c8f1a5b7101267bf5154,4
0x8855ec1f2f48dbab97d31dc999ad66ddc77e59a7,4
0x41ecd2390b077e80e5eb0e2304aa051e23e8db9e,2
0x5bebbee253b9e3aab02bbbc423e2beafcd2be0aa,1
0x0ae9dafe90e58bddf6c670eec90dd79aeadef51f,4
0x8a1bd943b94fbb49e0400afca829d6bcbcc0afe0,2
0x23b8a477a1fe50edf8b5a3b6cc35537d59b2d7dc,2
0x1062b4dfaf5ddba33e4d8cff0f4b24be5222cae9,1
0x447ff3a0ae3add7dc666c5f25c41c133bda4da2d,3
0xcc87e5554364ead855afebde0ffabef3f0ffd6ef,1
0xfaba05c6e70c2c1a0cacbfca0ffadc48f89ac4d9,4
0xe465fc77d26dcaf7d10469540ebefebcd5ac5ba2,1
0x3cb51fc2bcc5dd49c630cadb1f5d18bc1b7f0bf4,2
0x7bfc6cd8f8dc44f8bad7febdad862cadaecb52c5,4
0x4ed101eb9a0535326356c60dfd10e4b3084f9aa9,2
0x223dde8bd98b8b704f3e0091b3f3bf22a7dc54ac,2
0xfbab39e8a9a0f0354f87595c7138c0807f1401ea,5
0x90a977f487cb8fcec7cacb786bdaee09dcccfe7f,3
0xfc6bbaed2aadfc54d989fe38ded9f503a4dd7ae7,1
0x5f9b1be2d07e5a7cbad567c7ea9da993a32cd490,1
0xac9fd05a1fa9ebbeffbde8c6aaad23eae0b6f9b0,2
0x0fb8132ec7e71239ba0e7e7ff2b97d3fb07ba5db,3
0xde3cc3a2a5bd496bcff000ad7bfbfa30daeb96df,5
0xc2be9b8df9cc0dfcbea8e2dfeff0fb3f216d4c51,4
0x98ecbbcd6ee54db52e5af3a7fb4baaa4b0b1bed8,2
0x7a0c585ed813cce3cb37bb86dddb559c1d94cc5e,4
0x3721a38afee8fdc05efd1d947ff02cf56c5a44e2,3
0xcbaa8fb137ab309782eb1cd19b83480fad18196e,5
0x6d32b7aa3ac638ceb36bdafceedf6f5afd1dee24,5
0x95f4e65e9a153319a5c3773850fe4aeacdeb1ff7,4
0x13475fe675c5fdc9c0a3baffd7187c2dfece43ec,3
0xe5ce5da81140a8ffbb31cffe8077a649aa9aa995,5
0x9bb77f5de23cf9afed10de7ea0c0217ad4d689cb,5
0xdc5a8a0ecbfe3de4b9c3ffb3bb8b8bad69c6f4e5,5
0x3b89bc0e257defbd0f8f1d1edec29a4acb0eebd5,3
0x00bc9f3e7fdeef057050a10ceea42daa40dbb1d5,1
0xe9becdd9329c2f709174e2bbef1ec198153aebfe,5
0xdbec435a72dc33bda09d9c5c592d0553af7aa3c8,2
0xfcde60dde3dabbaac64fde8d3aecfdcffc05296a,3
0x5a8b0b47619efc65bbc3cff42ccbadbf1e875cf7,2
0xcaf7f3bceeee56cb9ec0a2362d16acb3ba2d31ad,2
0x3c191e0b024bbb473e6d30f7e4f1dfab8fa5cbfa,5
0x00f992cd0de0bb2a6ee6d804ae6ec6f63ffa0aaa,1
0x4df10a3b2f6a07ece89e6ab6f3593dfc288aedd4,2
0xe1ee3afcabf9bcb48ec7f48b55cedf6465a246c8,1
0xca6ccdc5320bb3de26d964a0cfdcd4a70df8ffcc,2
0x4fdc53eb12e1ee1dbe7b553db6fa9d9073b25abf,1
0xab302d9eefaebe0c5ceed18b9089f33709a8cafa,5
0x7756a0fd13cf5dc0ada11625bfffe7faf5ebdbf3,4
0xbcd3b08074ee7d5a17bc414958ed49e7b6ba29a0,5
0xf8e5e662da5bd959b5d2af71fd879ce5f52f9a7a,1
0x53207f3d5dbb090fabe4c28769ba747eae047a83,5
0xfabbee1bda255bb7b1e831cbebd2aae202ef9823,1
0xfbc1cecbb6b661bbbbed4c2b425ea5cedd5ab593,2
0xd6e5aedea63db7d2dd4d84c11f5bbbafb420119c,1
0xb2da6e5fecbb001cff0bb32f5fcbb6e5e83ea250,3
0xb15dd0862b9bbebbcfc83dc78acfdbc3b0b5bf1e,3
0xec894502a36d3d6f98c8d774cfd9e3b5eb3318a3,2
0x2e1bcba51125ccaaa0fcbf11f56dde2aebbc9dde,3
0x9cef3c9bb82eee1afc9a0fddcffdcba7f85c3ff3,1
0x2adbe6987863a17cabbdcb9acdb6f437b60e3d9d,1
0x6c1fc26e0a06bad8af827d465fedddc55d93c7ad,1
0x791ac970974adda1ecbaff22e3fa82b3c5a6fecc,3
0xfdaa8a92ee3903e10cbce9fc80af988c41caee5a,1
0x9cdfba14dd061c7bbc7e9eed0d83cd0a5eb978ae,4
0x34eff8c77ad9d90523badabc2ce0bed68e2fab8b,3
0xe2934b7e8a0399dfa8bb4c3ffc2be7a4f237ae76,1
0xaa09ffde06b2d968bf6f3e403e34ff86bcf5cedf,3
0x7d385b73dbd35aaf34caba7bad99f16b290cdbdc,4
0xe1ed5c0f43acbcbdafdcbae0ea747bf47eaffce9,4
0xde5ebad905a4cb53ffb12de3ebf30c8da3acefbb,3
0x61dd870a22dce6bca03ebae17def6f04f8afdb7e,5
0xee82efbbcbce5cc9aa600fa51f31cd5fefbef5b5,4
0x97ed10f6f88e2fa6cb36c7a5dcbcb109dbdfc48f,2
0x61c44c837b9fd3fe0dd15cffa762ec6daccaed90,3
0xceeeb0bef1cbf6f67537aa49ada9d8a4fd9cdab7,1
0x01b3addc2141afbe461acdcccbc55463af5849a8,5
0x55cecda5acad9f1c8c1c0fdaaefa322de6175b41,5
0xcdb6ed02c65a13729efb6f1e3c5b3efdbce1b09f,3
0xd1ef7be11f70af2ecde268316547bf0bf507fd8b,5
0xee9eede55d53157ce20687c45cc5c39cdbec0c21,2
0x9b3ba12d3dfca9dece35d37f1f182fabdd8dd70c,3
0x911377c529fbf52a17a7d2aba62a307a5e57eadc,4
0x42e3e7dcb0f86aa7bb1adddc5f2bdd465c86ec6b,4
0xaefcf5f238fdaa580655a67eecf7dfdaf2fd1bd3,4
0xafac9ee88aa6de4e65d6e9bfb04301e9dce799c1,3
0xaf1aac26e8a8a75ffdd53bcfb1f659fccfa6b3da,5
0xaa78ceef36f6dd1aebeb4c6194e93a1650ffeaad,3
0x0bebd3cc8bb8eebe3bb8ecb727fdbf368e85fbe8,5
